loyalty_number,total_flights,distance,points_accumulated,points_redeemed,months_recorded,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,salary_missing_flag,cancelled_flag,salary_band,clv_band,enrollment_date,cancellation_date,points_balance,redemption_rate,activity_segment,clv_segment,customer_segment
532925,26,39210,39210,643,24,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,52194,Married,Star,4773.66,0,1,Medium,Medium CLV,2016-12-01,2017-08-01,38567,1.63988778372864e-02,Medium Activity,Medium CLV,Medium Value Regular
700871,39,52323,52323,0,24,Canada,Newfoundland,"St. John's",A1C 6H9,Female,Bachelor,74567,Married,Star,4165.25,0,0,Medium,Medium CLV,2015-12-01,,52323,0,Medium Activity,Low CLV,Low Value Regular
392235,39,56551,56551,2161,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,53768,Single,Star,4542.41,0,0,Medium,Medium CLV,2013-07-01,,54390,3.82132941946208e-02,Medium Activity,Medium CLV,Medium Value Regular
513229,30,51265,51265,520,24,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,75040,Married,Star,4823.56,0,0,Medium,Medium CLV,2012-08-01,,50745,1.01433726714132e-02,Medium Activity,Medium CLV,Medium Value Regular
436081,36,52916,52916,1298,24,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,92032,Single,Aurora,5189.29,0,0,Medium,Medium CLV,2013-05-01,,51618,2.45294428906191e-02,Medium Activity,High CLV,High Value Active
688524,24,40288,40288,3244,24,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,103862,Married,Star,3980.42,0,0,High,Medium CLV,2013-03-01,,37044,8.05202541699762e-02,Medium Activity,Low CLV,Low Value Regular
345608,36,49803,49803,2344,24,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,99973,Divorced,Aurora,5090.78,0,0,Medium,Medium CLV,2012-05-01,,47459,4.70654378250306e-02,Medium Activity,High CLV,High Value Active
572410,46,62977,62977,416,24,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Divorced,Star,4890.11,1,0,Unknown,Medium CLV,2014-07-01,,62561,6.6055861663782e-03,High Activity,Medium CLV,Medium Value Power User
466147,20,37280,37280,1137,24,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Aurora,5120.62,1,0,Unknown,Medium CLV,2017-12-01,,36143,3.04989270386266e-02,Low Activity,High CLV,High Value Low Activity
834891,0,0,0,0,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,54460,Married,Star,3911.12,0,1,Medium,Medium CLV,2017-03-01,2017-04-01,0,0,No Activity,Low CLV,Low Value Inactive
368830,0,0,0,0,24,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Aurora,4974.24,1,1,Unknown,Medium CLV,2013-12-01,2014-08-01,0,0,No Activity,Medium CLV,Medium Value Inactive
685346,34,39042,39042,408,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,72587,Married,Star,4869.24,0,0,Medium,Medium CLV,2014-10-01,,38634,1.04502843092055e-02,Medium Activity,Medium CLV,Medium Value Regular
458697,50,69284,69284,2470,24,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Star,4764.19,1,0,Unknown,Medium CLV,2014-07-01,,66814,3.56503666070088e-02,High Activity,Medium CLV,Medium Value Power User
577405,55,95121,95121,562,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Aurora,5205.91,1,0,Unknown,Medium CLV,2016-04-01,,94559,5.90826421084724e-03,High Activity,High CLV,High Value Frequent Flyer
559279,42,59713,59713,2738,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,73734,Married,Aurora,5121.84,0,0,Medium,Medium CLV,2013-04-01,,56975,4.58526618994189e-02,Medium Activity,High CLV,High Value Active
704835,40,62292,62292,1447,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,80697,Married,Star,3919.37,0,0,Medium,Medium CLV,2016-09-01,,60845,2.32293071341424e-02,Medium Activity,Low CLV,Low Value Regular
909385,31,51905,51905,1755,24,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,44510,Single,Star,4564.51,0,0,Low,Medium CLV,2016-03-01,,50150,3.38117715056353e-02,Medium Activity,Medium CLV,Medium Value Regular
544561,29,37222,37222,1231,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,4927.07,1,0,Unknown,Medium CLV,2017-04-01,,35991,3.30718392348611e-02,Medium Activity,Medium CLV,Medium Value Regular
514900,4,5931,5931,0,24,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,91100,Married,Star,4425.91,0,0,Medium,Medium CLV,2018-07-01,,5931,0,Low Activity,Medium CLV,Medium Value Casual
567256,36,48838,48838,541,24,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,60392,Married,Aurora,4988.58,0,0,Medium,Medium CLV,2016-10-01,,48297,1.10774396985954e-02,Medium Activity,Medium CLV,Medium Value Regular
671764,63,88357,132535,501,11,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,222764,Single,Nova,35850.6,0,1,High,High CLV,2018-03-01,2018-11-01,132034,3.7801335496284e-03,High Activity,High CLV,High Value Frequent Flyer
556136,39,49857,49857,521,24,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Married,Star,4035.77,1,0,Unknown,Medium CLV,2017-01-01,,49336,1.04498866758931e-02,Medium Activity,Low CLV,Low Value Regular
733693,41,76015,76015,1401,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,73734,Married,Aurora,5121.84,0,0,Medium,Medium CLV,2013-12-01,,74614,1.84305729132408e-02,Medium Activity,High CLV,High Value Active
224402,33,51766,51766,0,24,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,63634,Married,Star,4878.95,0,0,Medium,Medium CLV,2016-10-01,,51766,0,Medium Activity,Medium CLV,Medium Value Regular
912220,0,0,0,0,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,60370,Single,Star,4097.37,0,1,Medium,Medium CLV,2013-08-01,2014-04-01,0,0,No Activity,Low CLV,Low Value Inactive
156031,0,0,0,0,24,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,84981,Married,Star,4328.37,0,1,Medium,Medium CLV,2014-12-01,2015-08-01,0,0,No Activity,Low CLV,Low Value Inactive
834522,0,0,0,0,24,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,102982,Married,Aurora,5181.62,0,0,High,Medium CLV,2012-09-01,,0,0,No Activity,High CLV,High Value At Risk
713636,29,43118,43118,547,24,Canada,Ontario,London,M5B 3E4,Male,Doctor,48109,Married,Star,4212.8,0,0,Low,Medium CLV,2014-08-01,,42571,1.26861171668445e-02,Medium Activity,Low CLV,Low Value Regular
950980,29,36279,36279,1079,24,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,82300,Married,Aurora,5220.69,0,0,Medium,Medium CLV,2014-02-01,,35200,2.97417238622895e-02,Medium Activity,High CLV,High Value Active
277649,39,51123,51123,1985,24,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,94838,Divorced,Star,4358.76,0,0,Medium,Medium CLV,2012-08-01,,49138,3.88279248087945e-02,Medium Activity,Medium CLV,Medium Value Regular
380183,40,61268,61268,407,24,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Star,4735.18,1,0,Unknown,Medium CLV,2016-02-01,,60861,6.64294574655611e-03,Medium Activity,Medium CLV,Medium Value Regular
906396,33,65727,65727,1275,24,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,4606.27,1,0,Unknown,Medium CLV,2016-01-01,,64452,1.9398420740335e-02,Medium Activity,Medium CLV,Medium Value Regular
406047,42,61702,61702,399,24,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Star,4463,1,0,Unknown,Medium CLV,2017-03-01,,61303,6.46656510323814e-03,Medium Activity,Medium CLV,Medium Value Regular
458320,14,19134,19134,1236,24,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,84910,Married,Aurora,5129.61,0,0,Medium,Medium CLV,2017-03-01,,17898,6.45970523675133e-02,Low Activity,High CLV,High Value Low Activity
995877,20,29588,29588,501,24,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,4623.54,1,0,Unknown,Medium CLV,2018-01-01,,29087,1.69325402190077e-02,Low Activity,Medium CLV,Medium Value Casual
416768,40,56494,56494,786,24,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,4879.71,1,0,Unknown,Medium CLV,2017-03-01,,55708,1.39129819095833e-02,Medium Activity,Medium CLV,Medium Value Regular
814653,27,32150,32150,795,24,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,59278,Married,Star,4864.53,0,0,Medium,Medium CLV,2017-03-01,,31355,2.47278382581649e-02,Medium Activity,Medium CLV,Medium Value Regular
784838,58,83452,83452,820,24,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,4858.07,1,0,Unknown,Medium CLV,2015-08-01,,82632,9.82600776494272e-03,High Activity,Medium CLV,Medium Value Power User
800923,29,39557,39557,947,24,Canada,Ontario,Toronto,M2M 6J7,Female,High School or Below,66761,Married,Aurora,5075.66,0,0,Medium,Medium CLV,2016-05-01,,38610,2.39401370174685e-02,Medium Activity,High CLV,High Value Active
579005,52,82665,82665,506,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,49031,Married,Star,4786.01,0,0,Low,Medium CLV,2016-10-01,,82159,6.12109115103127e-03,High Activity,Medium CLV,Medium Value Power User
245465,45,68549,68549,1609,24,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,69818,Married,Star,4319.15,0,0,Medium,Medium CLV,2015-08-01,,66940,0.02347226071861,High Activity,Low CLV,Low Value Active
101663,41,60109,60109,961,24,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,94946,Married,Aurora,5129.74,0,0,Medium,Medium CLV,2016-09-01,,59148,1.59876224858174e-02,Medium Activity,High CLV,High Value Active
821325,22,27334,27334,484,24,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Aurora,5186.36,1,0,Unknown,Medium CLV,2018-05-01,,26850,1.7706885197922e-02,Low Activity,High CLV,High Value Low Activity
406574,44,80668,80668,617,24,Canada,Ontario,Toronto,M1R 4K3,Female,Master,105231,Divorced,Star,4772.94,0,0,High,Medium CLV,2015-04-01,,80051,7.64863390687757e-03,High Activity,Medium CLV,Medium Value Power User
613265,46,70970,70970,2047,24,Canada,Ontario,London,M5B 3E4,Male,Bachelor,71783,Married,Star,4895.81,0,0,Medium,Medium CLV,2015-12-01,,68923,2.88431731717627e-02,High Activity,Medium CLV,Medium Value Power User
202299,34,50186,50186,550,24,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,245427,Married,Star,4373.36,0,0,High,Medium CLV,2017-03-01,,49636,1.09592316582314e-02,Medium Activity,Medium CLV,Medium Value Regular
657339,43,69860,69860,525,24,Canada,Alberta,Calgary,T3E 2V9,Female,High School or Below,52820,Married,Star,4812.53,0,0,Medium,Medium CLV,2014-05-01,,69335,7.51503006012024e-03,High Activity,Medium CLV,Medium Value Power User
132563,0,0,0,0,11,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,5955.54,1,0,Unknown,Medium CLV,2018-04-01,,0,0,No Activity,High CLV,High Value At Risk
920716,43,80389,120583,697,11,Canada,Alberta,Peace River,T9O 2W2,Female,College,,Single,Aurora,7098.91,1,0,Unknown,High CLV,2018-04-01,,119886,5.78025094748016e-03,High Activity,High CLV,High Value Frequent Flyer
695755,0,0,0,0,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,79088,Married,Star,4144.87,0,0,Medium,Medium CLV,2012-04-01,,0,0,No Activity,Low CLV,Low Value Inactive
357549,0,0,0,0,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,76410,Single,Star,3964.73,0,0,Medium,Medium CLV,2018-09-01,,0,0,No Activity,Low CLV,Low Value Inactive
779434,39,57858,57858,1921,24,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,4633.1,1,0,Unknown,Medium CLV,2015-06-01,,55937,3.3201977254658e-02,Medium Activity,Medium CLV,Medium Value Regular
977693,34,46025,69037,732,11,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Nova,2887.74,1,0,Unknown,Low CLV,2018-02-01,,68305,1.06030099801556e-02,Medium Activity,Low CLV,Low Value Regular
710053,41,56950,56950,619,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,49253,Married,Star,4531.37,0,0,Low,Medium CLV,2016-06-01,,56331,1.08691834942932e-02,Medium Activity,Medium CLV,Medium Value Regular
231273,40,57800,57800,1355,24,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,60776,Divorced,Aurora,5103.36,0,0,Medium,Medium CLV,2015-01-01,,56445,2.34429065743945e-02,Medium Activity,High CLV,High Value Active
602694,9,16515,16515,0,24,Canada,Quebec,Montreal,H2T 2J6,Female,Master,79329,Divorced,Star,4904.89,0,0,Medium,Medium CLV,2018-08-01,,16515,0,Low Activity,Medium CLV,Medium Value Casual
939562,61,95807,95807,400,24,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,95467,Married,Star,4297.02,0,0,Medium,Medium CLV,2016-12-01,,95407,4.17506027743276e-03,High Activity,Low CLV,Low Value Active
737791,36,58332,58332,1556,24,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,4722.24,1,0,Unknown,Medium CLV,2014-01-01,,56776,2.66748954261812e-02,Medium Activity,Medium CLV,Medium Value Regular
738141,30,60313,60313,644,24,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,61070,Divorced,Aurora,5217.51,0,0,Medium,Medium CLV,2017-07-01,,59669,1.06776316880275e-02,Medium Activity,High CLV,High Value Active
947123,8,13080,13080,525,24,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,55985,Single,Star,4574.92,0,1,Medium,Medium CLV,2017-11-01,2018-04-01,12555,4.01376146788991e-02,Low Activity,Medium CLV,Medium Value Casual
601448,46,75006,75006,2500,24,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,50663,Married,Star,4929.55,0,0,Medium,Medium CLV,2017-02-01,,72506,3.33306668799829e-02,High Activity,Medium CLV,Medium Value Power User
936612,19,25684,25684,632,24,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,87727,Married,Aurora,4938.21,0,1,Medium,Medium CLV,2017-01-01,2017-09-01,25052,2.46067590717957e-02,Low Activity,Medium CLV,Medium Value Casual
135808,43,66156,66156,349,24,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Aurora,5179.55,1,0,Unknown,Medium CLV,2013-08-01,,65807,5.27540963782575e-03,High Activity,High CLV,High Value Frequent Flyer
845275,49,71938,71938,1515,24,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Married,Aurora,5175.29,1,0,Unknown,Medium CLV,2013-01-01,,70423,2.10598014957324e-02,High Activity,High CLV,High Value Frequent Flyer
218529,24,31680,31680,0,24,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Star,4727.35,1,0,Unknown,Medium CLV,2017-02-01,,31680,0,Medium Activity,Medium CLV,Medium Value Regular
852310,48,79675,79675,1071,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,88274,Married,Aurora,5033.69,0,0,Medium,Medium CLV,2015-07-01,,78604,1.34421085660496e-02,High Activity,High CLV,High Value Frequent Flyer
223587,28,45681,45681,554,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,100167,Married,Star,4013.96,0,0,High,Medium CLV,2017-08-01,,45127,1.21275803944747e-02,Medium Activity,Low CLV,Low Value Regular
174896,0,0,0,0,24,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Star,4016.54,1,1,Unknown,Medium CLV,2015-04-01,2015-12-01,0,0,No Activity,Low CLV,Low Value Inactive
941194,6,11517,11517,471,24,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,100264,Married,Aurora,4991.54,0,0,High,Medium CLV,2018-09-01,,11046,4.08960666840323e-02,Low Activity,High CLV,High Value Low Activity
557500,43,63888,63888,2077,24,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,49606,Married,Star,4305.81,0,0,Low,Medium CLV,2015-11-01,,61811,3.25100175306787e-02,High Activity,Low CLV,Low Value Active
526747,37,56464,56464,1901,24,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,99092,Married,Aurora,5093.38,0,0,Medium,Medium CLV,2015-02-01,,54563,3.36674695381128e-02,Medium Activity,High CLV,High Value Active
654817,36,56000,56000,1320,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78722,Married,Star,4737.84,0,0,Medium,Medium CLV,2016-12-01,,54680,2.35714285714286e-02,Medium Activity,Medium CLV,Medium Value Regular
336539,46,77622,77622,1025,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,210090,Divorced,Aurora,5096.67,0,0,High,Medium CLV,2017-03-01,,76597,1.32050191955889e-02,High Activity,High CLV,High Value Frequent Flyer
127128,27,40583,40583,1545,24,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Aurora,5077.32,1,0,Unknown,Medium CLV,2017-06-01,,39038,3.80701278860607e-02,Medium Activity,High CLV,High Value Active
947868,35,58323,58323,1031,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,96733,Married,Star,4300.9,0,0,Medium,Medium CLV,2012-05-01,,57292,1.76774171424652e-02,Medium Activity,Low CLV,Low Value Regular
531286,32,51458,51458,1976,24,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,61515,Married,Aurora,4944.24,0,0,Medium,Medium CLV,2014-08-01,,49482,3.84002487465506e-02,Medium Activity,Medium CLV,Medium Value Regular
635225,41,58466,58466,1191,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78573,Divorced,Star,4376.36,0,0,Medium,Medium CLV,2015-03-01,,57275,2.03708138063148e-02,Medium Activity,Medium CLV,Medium Value Regular
256323,37,70731,70731,1375,24,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,87635,Married,Star,4669.23,0,0,Medium,Medium CLV,2014-11-01,,69356,1.94398495709095e-02,Medium Activity,Medium CLV,Medium Value Regular
803796,27,40488,40488,0,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,52379,Single,Aurora,5239.89,0,0,Medium,Medium CLV,2012-11-01,,40488,0,Medium Activity,High CLV,High Value Active
866302,34,59996,59996,818,24,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,104907,Single,Aurora,4996.55,0,0,High,Medium CLV,2015-10-01,,59178,1.36342422828189e-02,Medium Activity,High CLV,High Value Active
459801,47,78294,78294,1668,24,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,4568.82,1,0,Unknown,Medium CLV,2012-06-01,,76626,2.13043145068588e-02,High Activity,Medium CLV,Medium Value Power User
709059,36,37976,56964,0,11,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,71074,Married,Star,5471.83,0,0,Medium,Medium CLV,2018-04-01,,56964,0,Medium Activity,High CLV,High Value Active
734035,38,59170,59170,1044,24,Canada,Ontario,Kingston,M9K 2P4,Female,Doctor,206024,Married,Aurora,5110.76,0,0,High,Medium CLV,2013-12-01,,58126,1.76440763900625e-02,Medium Activity,High CLV,High Value Active
911744,29,25915,38872,454,11,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58725,Married,Star,2725.36,0,0,Medium,Low CLV,2018-03-01,,38418,1.16793578925705e-02,Medium Activity,Low CLV,Low Value Regular
950914,38,54261,54261,1289,24,Canada,Saskatchewan,Regina,S6J 3G0,Female,Doctor,100760,Married,Star,4775.48,0,0,High,Medium CLV,2017-09-01,,52972,2.3755551869667e-02,Medium Activity,Medium CLV,Medium Value Regular
172755,40,43352,65028,765,11,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Aurora,5303.76,1,0,Unknown,Medium CLV,2018-03-01,,64263,1.17641631297287e-02,Medium Activity,High CLV,High Value Active
872932,42,50635,50635,448,24,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,72685,Married,Star,4236.3,0,0,Medium,Medium CLV,2015-03-01,,50187,8.8476350350548e-03,Medium Activity,Low CLV,Low Value Regular
529218,38,57990,57990,2013,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4547.16,1,0,Unknown,Medium CLV,2015-02-01,,55977,3.47128815312985e-02,Medium Activity,Medium CLV,Medium Value Regular
493677,59,84176,84176,343,24,Canada,Saskatchewan,Regina,S1J 3C5,Female,High School or Below,45229,Single,Star,4770.55,0,0,Low,Medium CLV,2016-08-01,,83833,4.07479566622315e-03,High Activity,Medium CLV,Medium Value Power User
655044,25,41364,41364,931,24,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,67193,Married,Aurora,4942.63,0,0,Medium,Medium CLV,2015-11-01,,40433,2.25074944396093e-02,Medium Activity,Medium CLV,Medium Value Regular
137845,50,73942,73942,1012,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,88445,Married,Star,4277.27,0,0,Medium,Medium CLV,2013-06-01,,72930,1.36864028562928e-02,High Activity,Low CLV,Low Value Active
513000,7,8059,8059,0,24,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,63901,Married,Aurora,5000.62,0,0,Medium,Medium CLV,2018-09-01,,8059,0,Low Activity,High CLV,High Value Low Activity
662934,52,53264,79896,0,11,Canada,Alberta,Peace River,T9O 2W2,Male,College,,Single,Star,2555.05,1,0,Unknown,Low CLV,2018-03-01,,79896,0,High Activity,Low CLV,Low Value Active
431277,28,43905,43905,873,24,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,48780,Married,Aurora,5192.36,0,0,Low,Medium CLV,2017-05-01,,43032,1.9883840109327e-02,Medium Activity,High CLV,High Value Active
413741,36,60555,60555,1965,24,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Star,3885.46,1,0,Unknown,Medium CLV,2015-07-01,,58590,3.24498389893485e-02,Medium Activity,Low CLV,Low Value Regular
479872,37,59710,59710,757,24,Canada,Ontario,Kingston,M9K 2P4,Female,High School or Below,63688,Married,Aurora,4960.55,0,0,Medium,Medium CLV,2014-04-01,,58953,1.26779433930665e-02,Medium Activity,Medium CLV,Medium Value Regular
428590,0,0,0,0,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,47256,Married,Aurora,5012.18,0,0,Low,Medium CLV,2018-12-01,,0,0,No Activity,High CLV,High Value At Risk
136547,39,62228,62228,0,24,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,92131,Married,Star,4331.46,0,0,Medium,Medium CLV,2012-09-01,,62228,0,Medium Activity,Medium CLV,Medium Value Regular
626326,0,0,0,0,24,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,92301,Single,Star,4692.05,0,0,Medium,Medium CLV,2013-01-01,,0,0,No Activity,Medium CLV,Medium Value Inactive
460207,44,58215,58215,625,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,60392,Married,Aurora,4988.58,0,0,Medium,Medium CLV,2015-08-01,,57590,1.07360645881646e-02,High Activity,Medium CLV,Medium Value Power User
